ID,obs,time,elapsed,date,hhmmss,replicate,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr
S2,68,1576176994,10431.9,20191212 11:56:33,11:56:33,,1576176986,0.007188651,13.27120034,393.8893454,257.5718318,21.85149695,33.41619994,0.189773231,2.529631802,0.182203871,0.11453234,241.667041,30.86777784,30.01873871,4.2650376,22.17964618,1.022208597,4.608768726,3.242829003,-317.0194946,184.977615,16.37179896,125.9969604,-0.049190296,0.055220416,3.969159952,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1566-20221002-23_04_02,762.9241154,966.316,0.210481752,0.5,1261.209571,13.27120034,132.7308,0.444198378,0.009932426,-0.998438606,DARK-1567-20221002-23_04_04,537.08,429.236,0.473846286,1.801454597,0.251959549,6.123156425,1499.997742,1261.209571,0.840807646,0.191615293,6,0.5,393.8893548,409.9922258,12.04915806,4.947063871,599.994871,84.73654194,0.099974542,31.37510323,30.01873871,999.9,0,0,13999.24839,0,2.77311,1499.997742,0.972990742,0.027009216,0,762.9336129,5.0001,11198.13226,11926.07097,43.74993548,45.10874194,44.74180645,44.50167742,46.183,1454.615484,40.38225806,0,149.8,762.9241154,-3.383897438,-33.56923075,11197.85,15,1576176914,11:55:14,70,-1.221,-0.036,410,5,0.08,0.01,626.393,249.288,30.4879,27.1468,29.9999,27.0755,27.1095
S2,69,1576177144,10582.4,20191212 11:59:04,11:59:04,,1576177136,0.004462339,14.51532732,582.8905058,333.797457,28.31877754,49.45138501,0.108541741,2.529413463,0.106018989,0.066483644,241.6662489,31.32866249,29.99636774,4.259560979,17.59772679,0.795096281,4.51817607,3.464464698,-196.7891531,140.4624294,12.41017151,197.7496967,-0.04918362,0.055212922,3.968746258,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1568-20221002-23_06_32,761.609,972.343,0.216728048,0.5,1261.2072,14.51532732,136.6694871,0.449906052,0.010918902,-0.998448284,DARK-1569-20221002-23_06_34,534.88,437.463,0.481718454,1.820184892,0.25912024,6.161406827,1499.995161,1261.2072,0.840807512,0.191615025,6,0.5,582.8905161,600.006871,9.371912903,4.951401613,600.0009677,84.73822258,0.099983777,31.02640968,29.99636774,999.9,0,0,13997.07097,0,2.77311,1499.995161,0.972994774,0.027005184,0,761.6222903,5.0001,11180.07419,11926.07097,43.812,45.133,44.812,44.754,46.23780645,1454.619355,40.37548387,0,150,761.609,-2.436854707,-30.07179489,11179.74615,15,1576177076,11:57:55,71,-1.67,-0.034,600,5,0.1,0.02,624.075,249.669,29.9179,27.1675,29.9997,27.0892,27.124
S2,70,1576177295,10732.9,20191212 12:01:34,12:01:34,,1576177287,0.002941275,14.87842942,802.7579572,408.0066603,34.61744873,68.11024213,0.068389625,2.529558212,0.06737879,0.042201319,241.6659512,31.50203917,30.01242258,4.263490731,15.0075734,0.667376157,4.446929155,3.596114574,-129.7102264,100.2961417,8.849380565,221.101247,-0.049188046,0.05521789,3.969020516,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1570-20221002-23_09_03,762.1267308,975.753,0.218934781,0.5,1261.210693,14.87842942,138.0614434,0.446888711,0.011206772,-0.998453707,DARK-1571-20221002-23_09_05,539.7,436.053,0.489908954,1.810219491,0.261579803,6.183048419,1500,1261.210693,0.840807129,0.191614258,6,0.5,802.7579677,819.9973548,7.865799677,4.947689677,600.0060645,84.74526129,0.100041732,30.74787419,30.01242258,999.9,0,0,13997.16774,0,2.77311,1500,0.973006903,0.026993239,0,762.1222903,5.0001,11189.52903,11926.14516,43.804,45.173,44.808,44.73574194,46.18706452,1454.643548,40.35645161,0,150.0999999,762.1267308,-0.858769244,-16.42735043,11189.31923,15,1576177221,12:00:20,72,-2.21,-0.033,820,5,0.08,0.02,623.275,250.069,29.3179,27.1779,30,27.1006,27.1355
S2,71,1576177445,10883.4,20191212 12:04:05,12:04:05,,1576177437,0.002371351,18.50164999,1178.717406,566.1841237,48.03646886,100.0053156,0.054280216,2.530391892,0.053641552,0.033582725,241.6631689,31.51165034,30.00845161,4.262518461,14.06476701,0.619773625,4.406568728,3.642744836,-104.576571,79.10996114,6.972128248,223.1686873,-0.049213541,0.055246511,3.970600292,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1572-20221002-23_11_33,767.2875769,1015.12,0.244141011,0.5,1261.197764,18.50164999,153.9550486,0.464752936,0.014079727,-0.998513673,DARK-1573-20221002-23_11_35,543.34,471.78,0.525313542,1.870713979,0.289508899,6.432891392,1499.984839,1261.197764,0.840807008,0.191614016,6,0.5,1178.717419,1200.014516,7.30499129,4.950930645,599.9917097,84.74250968,0.099976794,30.58835806,30.00845161,999.9,0,0,14004.87742,0,2.749895484,1499.984839,0.973010419,0.026989732,0,767.3046452,5.0001,11269.46452,11926.03871,43.796,45.187,44.812,44.812,46.187,1454.634839,40.35,0,150.0999999,767.2875769,-1.071897437,-21.40512824,11269.19615,15,1576177360,12:02:40,73,-2.693,-0.031,1201,5,0.12,0.03,622.7,250.869,29.0885,27.1767,30.0001,27.1074,27.1423
S2,72,1576177596,11033.9,20191212 12:06:35,12:06:35,,1576177588,0.002072863,21.94342871,1574.772565,740.1011123,62.78827447,133.5996533,0.047075593,2.530451314,0.046594419,0.029164333,241.6659852,31.50722137,30.00181613,4.26089423,13.56804684,0.594707302,4.383145997,3.666186928,-91.41324878,67.30826211,5.928951602,223.4899502,-0.049215358,0.055248551,3.970712905,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1574-20221002-23_14_04,780.3192692,1055.27,0.260550125,0.5,1261.212416,21.94342871,164.3045265,0.477915605,0.016808508,-0.998570224,DARK-1575-20221002-23_14_06,550.94,504.33,0.545180201,1.917912925,0.306798149,6.68770368,1500.002258,1261.212416,0.840807012,0.191614023,6,0.5,1574.772581,1599.980323,7.009963871,4.951629677,599.9993871,84.73744194,0.099985587,30.4952,30.00181613,999.9,0,0,14006.23226,0,2.71765,1500.002258,0.973009452,0.026990619,0,780.3563226,5.0001,11461.4,11926.17742,43.758,45.187,44.812,44.766,46.167,1454.651613,40.35064516,0,150.0999999,780.3192692,-2.170769212,-23.8324787,11461.11154,15,1576177516,12:05:16,74,-2.663,-0.027,1600,5,0.11,0.04,622.169,251.664,29.014,27.1675,29.9999,27.1074,27.14
S2,73,1576177776,11214.4,20191212 12:09:36,12:09:36,,1576177768,0.002583518,5.767404354,403.1609959,191.7143095,16.26209737,34.19798652,0.049919896,2.530693059,0.049379231,0.030910108,241.6628962,34.43442065,32.56616129,4.930252136,12.22483338,0.637895333,5.218028855,4.292356803,-113.9331417,137.8206369,12.48115394,278.0315453,-0.049222753,0.055256853,3.971171064,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1576-20221002-23_17_04,767.2530769,924.247,0.169861436,0.5,1261.196158,5.767404354,107.1142955,0.411001605,0.003982786,-0.998367536,DARK-1577-20221002-23_17_06,544.38,379.867,0.413286553,1.69973688,0.20517489,5.856165188,1499.982903,1261.196158,0.840807022,0.191614044,6,0.5,403.161,409.97,7.520165484,4.956067742,599.9980645,84.72467097,0.099969487,33.57631935,32.56616129,999.9,0,0,14010.44839,0,2.71765,1499.982903,0.973008677,0.026991329,0,767.2386774,5.0001,11253.55484,11926.02258,43.804,45.159,44.788,44.67335484,46.33454839,1454.632258,40.35064516,0,180.0999999,767.2530769,0.812581194,-2.43418812,11253.63846,15,1576177680,12:08:00,75,-1.42,-0.026,410,5,0.17,0.04,623.391,249.294,34.0353,27.2162,30.0003,27.1234,27.1571
S2,74,1576177927,11364.9,20191212 12:12:06,12:12:06,,1576177919,0.003376318,4.659516413,294.3374483,162.6783137,13.79752076,24.96415755,0.066829646,2.529949167,0.065864195,0.041250702,241.6639259,34.02887838,32.49655484,4.910941419,13.6829577,0.70718083,5.168333082,4.20376059,-148.8956347,123.96115,11.21609025,227.9455314,-0.0492,0.05523131,3.969761312,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1578-20221002-23_19_35,774.6104231,918.407,0.156571734,0.5,1261.201577,4.659516413,98.73425923,0.399481929,0.003104331,-0.998357155,DARK-1579-20221002-23_19_37,551.52,366.887,0.391936964,1.667053689,0.189372663,5.819101582,1499.989355,1261.201577,0.840807019,0.191614037,6,0.5,294.3374516,299.9907097,8.337946129,4.989800323,600.0037419,84.71476452,0.099987055,33.40539677,32.49655484,999.9,0,0,14005.60968,0,2.690764194,1499.989355,0.973009065,0.026990974,0,774.5908065,5.0001,11356.19355,11926.07419,43.927,45.187,44.875,44.8506129,46.5,1454.63871,40.35064516,0,150.0999999,774.6104231,1.029299133,8.851281993,11356.34231,15,1576177839,12:10:38,76,-1.264,-0.026,300,5,0.24,0.03,623.4,249.219,33.2446,27.34,30.0003,27.1987,27.2348
S2,75,1576178077,11515.4,20191212 12:14:37,12:14:37,,1576178069,0.005188427,3.418264083,200.5431588,135.5636513,11.49782342,17.00905667,0.107776313,2.528938314,0.105288121,0.066023845,241.6622422,33.65691005,32.43537419,4.89402264,16.41306425,0.856160069,5.216332892,4.037862571,-228.8096423,154.7645108,14.01595358,181.6330643,-0.049169096,0.055196617,3.967846054,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1580-20221002-23_22_05,782.2521154,917.16,0.147093075,0.5,1261.192887,3.418264083,92.75636992,0.390727899,0.002120163,-0.998354922,DARK-1581-20221002-23_22_07,558.8,358.36,0.376459104,1.643039043,0.177958964,5.811187487,1499.979032,1261.192887,0.840807011,0.191614022,6,0.5,200.5431613,205.001871,10.09444839,4.958462258,600.0078065,84.71489677,0.100046668,33.57050968,32.43537419,999.9,0,0,13996.79032,0,2.66218,1499.979032,0.973008677,0.026991329,0,782.266871,5.0001,11463.45484,11925.9871,44,45.24187097,44.937,44.893,46.58435484,1454.629032,40.35,0,150.1000001,782.2521154,0.125367516,10.82051282,11463.55769,15,1576177995,12:13:15,77,-1.153,-0.027,205,5,0.2,0.02,624.709,249.495,33.9409,27.3802,30.0001,27.2524,27.2868
S2,76,1576178228,11665.9,20191212 12:17:07,12:17:07,,1576178220,0.008009638,1.018302985,98.20023475,82.13189412,6.965403861,8.328120294,0.179132824,2.529511275,0.172371911,0.108318625,241.6682686,33.24354287,32.43684839,4.894429713,20.46016924,1.092765665,5.340941477,3.801664048,-353.2250577,212.2218883,19.25514311,119.9202424,-0.049186611,0.055216279,3.968931582,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1582-20221002-23_24_36,794.5450769,913.632,0.130344518,0.5,1261.224348,1.018302985,82.19684017,0.379903506,0.000217228,-0.998348569,DARK-1583-20221002-23_24_38,566.54,347.092,0.343099014,1.614288202,0.157823789,5.788797008,1500.016452,1261.224348,0.84080701,0.191614021,6,0.5,98.20023548,100.0050806,12.88524194,4.978836774,600.0020645,84.7075129,0.100026665,33.99305806,32.43684839,999.9,0,0,14002.99677,0,2.66218,1500.016452,0.973008484,0.026991506,0,794.5255161,5.0001,11636.42903,11926.27742,44.058,45.304,44.98977419,44.70535484,46.651,1454.665484,40.35096774,0,150.0999999,794.5450769,1.705641032,17.96581201,11636.61923,15,1576178152,12:15:52,78,-1.147,-0.027,100,5,0.26,0.02,627.006,249.531,34.7917,27.4057,30.0001,27.2932,27.3237
S2,77,1576178378,11816.4,20191212 12:19:38,12:19:38,,1576178370,0.011018232,-0.776754318,50.20396508,51.56311287,4.372361801,4.25711108,0.267139707,2.528572964,0.25239234,0.159002324,241.6655552,32.72517233,32.47573226,4.905177477,24.56739402,1.33968982,5.453121394,3.565487658,-485.9040503,257.708048,23.43814538,36.90769836,-0.04915793,0.055184083,3.967153943,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1584-20221002-23_27_06,805.6351154,909.667,0.114362601,0.5,1261.210239,-0.776754318,72.11764196,0.376321225,-0.001206051,-0.998341371,DARK-1585-20221002-23_27_08,567.34,342.327,0.30389623,1.604998452,0.13859992,5.763633104,1499.999677,1261.210239,0.840807007,0.191614013,6,0.5,50.20396452,49.98036774,15.79891613,4.954691613,599.9962258,84.69632258,0.099989303,34.36619032,32.47573226,999.9,0,0,13996.68065,0,2.60672,1499.999677,0.973009839,0.026990265,0,805.6361935,5.0001,11790.21613,11926.15161,44.163,45.31606452,45.062,45.004,46.808,1454.649355,40.35032258,0,150,805.6351154,2.432239332,34.02393162,11790.57692,15,1576178301,12:18:21,79,-1.066,-0.032,50,5,0.34,0.02,629.505,249.644,35.2139,27.4406,30.0003,27.33,27.3606
S2,78,1576178529,11967,20191212 12:22:08,12:22:08,,1576178521,0.011492645,13.94251777,391.5683771,284.9199312,24.15467501,33.19601704,0.281606586,2.528628629,0.265271452,0.167183288,241.6587957,32.63629357,32.51731613,4.916694263,25.23785758,1.380208602,5.46880256,3.536485661,-506.8256605,259.0826723,23.57340179,17.48920929,-0.049159631,0.055185992,3.967259389,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1586-20221002-23_29_37,783.6923846,1006.89,0.221670307,0.5,1261.171325,13.94251777,139.7821174,0.454419053,0.010465024,-0.998501524,DARK-1587-20221002-23_29_39,549.34,457.55,0.487810328,1.835202522,0.263262407,6.380659633,1499.952903,1261.171325,0.840807283,0.191614566,6,0.5,391.5683871,410.011,16.28044839,4.974946129,600.002,84.67708387,0.09997931,34.41781613,32.51731613,999.9,0,0,14000.34516,0,2.60672,1499.952903,0.973000806,0.026999319,0,783.7506774,5.0001,11507.8,11925.76129,44.22364516,45.409,45.12896774,44.93732258,46.84451613,1454.590968,40.36290323,0,150.0999999,783.6923846,-5.96232479,-77.83931629,11507.01538,15,1576178451,12:20:50,80,-1.153,-0.038,411,5,0.06,0.01,629.833,250.198,34.5673,27.4849,30.0002,27.3646,27.3976
S2,79,1576178679,12117.5,20191212 12:24:39,12:24:39,,1576178671,0.008874915,13.18512578,393.3345066,260.9026814,22.11712597,33.3435777,0.201727357,2.528919885,0.193195102,0.121483455,241.6611661,33.0373705,32.51589355,4.916299886,21.68983923,1.161704192,5.355983416,3.754595694,-391.3837723,208.2703338,18.91301824,77.46074589,-0.049168532,0.055195985,3.967811141,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1588-20221002-23_32_07,766.137,982.32,0.220073907,0.5,1261.179164,13.18512578,138.7763129,0.448204251,0.009864416,-0.998464044,DARK-1589-20221002-23_32_09,542.04,440.28,0.491012537,1.814532075,0.262598864,6.224725936,1499.961613,1261.179164,0.840807627,0.191615254,6,0.5,393.3345161,410.0104839,13.70393871,4.950628065,599.998871,84.67156129,0.099993552,34.04348387,32.51589355,999.9,0,0,14003.79355,0,2.55126,1499.961613,0.972989097,0.027011061,0,766.2150968,5.0001,11264.07097,11925.78387,44.304,45.44919355,45.18712903,44.89093548,46.887,1454.58129,40.38032258,0,150.1000001,766.137,-7.660854697,-109.3675214,11262.9,15,1576178600,12:23:19,81,-1.207,-0.039,410,5,0.09,0.01,627.544,250.174,34.1852,27.5269,29.9996,27.3983,27.4334
S2,80,1576178830,12268,20191212 12:27:09,12:27:09,,1576178822,0.005680611,10.00059265,397.7412186,235.1450701,19.9347511,33.71906624,0.118684718,2.529540848,0.115675633,0.07256127,241.6668655,33.59811745,32.54157742,4.923424369,17.23235277,0.903285641,5.241801006,4.020138729,-250.5149513,152.1922684,13.79277785,157.1369605,-0.049187515,0.055217294,3.968987615,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1590-20221002-23_34_38,758.9387692,946.835,0.198446647,0.5,1261.20899,10.00059265,125.1413475,0.431706686,0.007339199,-0.998406481,DARK-1591-20221002-23_34_40,538.08,408.755,0.459679345,1.761790793,0.238519872,5.999520106,1499.997097,1261.20899,0.840807621,0.191615242,6,0.5,397.7412258,410.0012581,10.65491935,5.034822581,599.9987097,84.67641613,0.099977816,33.65758065,32.54157742,999.9,0,0,14008.39677,0,2.55126,1499.997097,0.972988903,0.027011239,0,758.9235161,5.0001,11158.64516,11926.06452,44.375,45.5,45.312,45.19919355,46.94919355,1454.616129,40.38096774,0,150.1000001,758.9387692,-0.482188026,-7.135042781,11158.49615,15,1576178750,12:25:50,82,-1.227,-0.037,410,5,0.15,0.01,625.171,250.573,33.2832,27.5573,30,27.4292,27.4649
S2,81,1576178980,12418.5,20191212 12:29:40,12:29:40,,1576178972,0.003778692,11.45754037,586.3169273,303.8374925,25.76013026,49.70946903,0.075478642,2.528390905,0.07424886,0.046514359,241.6638396,33.81159226,32.51111613,4.914975662,14.4788637,0.744202643,5.139924362,4.170773019,-166.6403089,108.4935723,9.818583525,193.3356865,-0.049152367,0.055177838,3.966809078,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1592-20221002-23_37_08,758.0530769,954.829,0.206084988,0.5,1261.198122,11.45754037,129.957,0.43275707,0.008494471,-0.998419822,DARK-1593-20221002-23_37_10,541.62,413.209,0.47621403,1.765044309,0.247282594,6.05025409,1499.984839,1261.198122,0.840807247,0.191614494,6,0.5,586.3169355,599.9899677,8.777776452,5.032258387,600.0008387,84.68261935,0.099972984,33.30704516,32.51111613,999.9,0,0,13997.36129,0,2.4958,1499.984839,0.973000774,0.026999474,0,758.0555806,5.0001,11145.44516,11926.01613,44.375,45.562,45.31606452,45.25,46.94919355,1454.622903,40.36193548,0,150,758.0530769,-0.118564114,1.456410145,11145.49231,15,1576178909,12:28:29,83,-1.668,-0.032,600,5,0.08,0.02,623.737,251.135,32.7655,27.5714,29.9998,27.4515,27.4879
S2,82,1576179131,12569,20191212 12:32:10,12:32:10,,1576179123,0.003114689,14.14983381,803.3565705,380.6362685,32.2719388,68.11193842,0.061232867,2.529344969,0.060421103,0.037835226,241.666661,33.81904287,32.50822581,4.914174661,13.5277973,0.687970885,5.085609063,4.226203776,-137.3577688,83.10650872,7.511146662,194.9265477,-0.049181526,0.055210572,3.968616483,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1594-20221002-23_39_39,759.5945,979.351,0.224389928,0.5,1261.210829,14.14983381,141.5015033,0.44293721,0.010629075,-0.998459388,DARK-1595-20221002-23_39_41,545.56,433.791,0.506595342,1.797334883,0.26790581,6.205883154,1499.999677,1261.210829,0.8408074,0.1916148,6,0.5,803.3565806,820.0086129,8.114376774,5.024963226,600.0002581,84.68416452,0.100028355,33.11768065,32.50822581,999.9,0,0,14005.40968,0,2.4958,1499.999677,0.972995806,0.027004265,0,759.6134516,5.0001,11171.79032,11926.10968,44.37487097,45.58435484,45.32419355,45.09258065,46.883,1454.629677,40.37,0,150.1000001,759.5945,-0.60899145,-13.17606833,11171.67692,15,1576179059,12:30:58,84,-2.216,-0.031,820,5,0.09,0.03,623.575,251.694,32.5253,27.569,29.9999,27.4618,27.4971
S2,83,1576179281,12719.5,20191212 12:34:41,12:34:41,,1576179273,0.002799426,19.42392342,1177.263857,531.7733554,45.08680057,99.81519421,0.054631515,2.529072487,0.053984278,0.033797686,241.6671563,33.79948721,32.50609355,4.913583817,13.08939279,0.661456872,5.053380872,4.252126946,-123.4547063,67.95464254,6.13891036,192.306003,-0.049173197,0.055201221,3.968100244,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1596-20221002-23_42_09,771.9809615,1038.4,0.256566871,0.5,1261.210606,19.42392342,161.7924292,0.472284284,0.014810844,-0.998546995,DARK-1597-20221002-23_42_11,547.98,490.42,0.543246683,1.897430642,0.302981573,6.580638094,1499.999032,1261.210606,0.840807613,0.191615227,6,0.5,1177.263871,1199.983548,7.801510323,5.023912581,599.9976129,84.68575806,0.09998781,33.0044871,32.50609355,999.9,0,0,14002.77419,0,2.447672903,1499.999032,0.972991645,0.027008323,0,772.0100323,5.0001,11357.30645,11926.0871,44.375,45.59045161,45.36280645,45.25,46.905,1454.618387,40.38064516,0,150,771.9809615,-3.298700861,-42.14017094,11356.83077,15,1576179206,12:33:25,85,-2.679,-0.03,1200,5,0.12,0.03,623.648,252.571,32.4259,27.553,29.9999,27.4595,27.4948
S2,84,1576179432,12870,20191212 12:37:11,12:37:11,,1576179424,0.002517113,23.57930567,1572.464499,697.8315491,59.16393934,133.3175526,0.048805184,2.528741265,0.048287866,0.030225938,241.6645074,33.80043713,32.50128065,4.9122504,12.67255586,0.637414778,5.029883356,4.274835622,-111.0046798,57.29664984,5.174533914,193.1310114,-0.049163073,0.055189857,3.967472761,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1598-20221002-23_44_40,791.9009231,1098.71,0.279244821,0.5,1261.20481,23.57930567,176.0924554,0.499740605,0.018105684,-0.998626753,DARK-1599-20221002-23_44_42,549.64,549.07,0.558779531,2.001712729,0.326519689,6.963395979,1499.993226,1261.20481,0.840807004,0.191614007,6,0.5,1572.464516,1600.001935,7.518230645,5.020038065,599.9990645,84.68258387,0.099967755,32.92156129,32.50128065,999.9,0,0,14000.41613,0,2.44034,1499.993226,0.973010419,0.026989732,0,791.9278065,5.0001,11652.4,11926.09677,44.375,45.5863871,45.36890323,45.25,46.895,1454.643226,40.35,0,150.1000001,791.9009231,-3.189470077,-58.35897436,11651.82308,15,1576179348,12:35:47,86,-2.596,-0.029,1601,5,0.07,0.04,623.393,253.488,32.3367,27.5363,30,27.4525,27.4856
S2,85,1576179612,13050.5,20191212 12:40:12,12:40:12,,1576179604,0.003549693,6.524343685,402.030705,196.7192623,16.67509253,34.07850927,0.059790422,2.528911196,0.05901606,0.036953775,241.667545,36.45155256,34.92907742,5.626225442,12.11781426,0.718543673,5.929647522,4.907681769,-156.541451,129.6994074,12.02485201,226.8503534,-0.049168267,0.055195687,3.967794679,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1600-20221002-23_47_40,757.9600769,931.162,0.186006219,0.5,1261.220797,6.524343685,117.297456,0.414065437,0.004582873,-0.998379659,DARK-1601-20221002-23_47_42,545.6,385.562,0.449219381,1.708634876,0.224329765,5.90005129,1500.012258,1261.220797,0.840806993,0.191613987,6,0.5,402.0307097,409.982129,8.476797419,4.957199032,600.0007419,84.66591613,0.100020519,35.88038065,34.92907742,999.9,0,0,14004.65161,0,2.44034,1500.012258,0.973010806,0.026989377,0,757.9564194,5.0001,11139.7871,11926.27419,44.409,45.562,45.35874194,45.25,47.06809677,1454.662258,40.35,0,180,757.9600769,0.805059822,5.849572669,11139.84231,15,1576179522,12:38:42,87,-1.394,-0.027,410,5,0.13,0.03,624.862,251.014,37.2466,27.5682,30.0003,27.4584,27.4907
S2,86,1576179763,13201,20191212 12:42:42,12:42:42,,1576179755,0.005996413,5.832884488,292.4022538,181.0920783,15.3493653,24.78401623,0.106330945,2.52935772,0.103908627,0.065155931,241.6652514,35.94761548,34.94564516,5.63139203,15.4840405,0.929322629,6.0018096,4.702069401,-264.4417929,157.4637667,14.61321639,149.3004416,-0.049181916,0.055211009,3.968640643,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1602-20221002-23_50_11,766.0460385,927.943,0.174468649,0.5,1261.206668,5.832884488,110.0205117,0.402183108,0.004034672,-0.998374038,DARK-1603-20221002-23_50_13,554.74,373.203,0.43380402,1.674587767,0.210565563,5.879621881,1499.995161,1261.206668,0.840807157,0.191614315,6,0.5,292.4022581,299.9884839,10.96416452,5.033515806,600.0018387,84.65999355,0.100010532,36.1003871,34.94564516,999.9,0,0,14009.51935,0,2.38487,1499.995161,0.973006161,0.026993994,0,766.0431935,5.0001,11254.48065,11926.11935,44.554,45.62093548,45.437,45.31606452,47.254,1454.637419,40.35774194,0,150.1000001,766.0460385,0.793196569,18.05470085,11254.68846,15,1576179678,12:41:18,88,-1.193,-0.028,300,5,0.31,0.02,625.992,251.185,37.4337,27.6744,30.0003,27.5156,27.549
S2,87,1576179913,13351.5,20191212 12:45:13,12:45:13,,1576179905,0.009421595,4.267016526,198.8424485,144.7591603,12.26936726,16.85331016,0.18000351,2.527928953,0.173173963,0.108825745,241.6629577,35.49803995,34.95987419,5.635832592,19.56063012,1.210838079,6.190179312,4.424994513,-415.4923429,232.2537034,21.62691758,80.05123578,-0.049138253,0.055161994,3.965934094,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1604-20221002-23_52_41,774.7525385,928.676,0.165745062,0.5,1261.191321,4.267016526,104.5181171,0.400135246,0.002793143,-0.998375321,DARK-1605-20221002-23_52_43,557.08,371.596,0.414222601,1.668853965,0.200004438,5.884273871,1499.976452,1261.191321,0.840807414,0.191614828,6,0.5,198.8424516,204.982871,14.28597742,4.998994516,600.001,84.65707419,0.100030177,36.66404194,34.95987419,999.9,0,0,13997.56452,0,2.38487,1499.976452,0.972996032,0.027004013,0,774.7593548,5.0001,11377.84839,11925.93226,44.633,45.669,45.5,45.395,47.383,1454.604194,40.37,0,150.1000001,774.7525385,-0.065367516,16.87521368,11378.08462,15,1576179837,12:43:57,89,-1.11,-0.03,205,5,0.23,0.02,628.461,251.328,38.6402,27.7098,30.0001,27.5571,27.5878
S2,88,1576180064,13502,20191212 12:47:43,12:47:43,,1576180056,0.012211614,0.978410393,97.81996058,83.78136348,7.100796415,8.290622122,0.248987762,2.528564916,0.236124598,0.148678179,241.6691023,35.05831814,34.9675871,5.638240888,22.74775591,1.438019789,6.321589674,4.200221099,-538.532187,283.6704696,26.45851778,13.26590265,-0.049157684,0.055183807,3.967138699,159.0757692,1.5088,-157.5669692,-104.4319785,0.74432934,MPF-1606-20221002-23_55_12,790.5368462,913.343,0.134457869,0.5,1261.223332,0.978410393,84.79070108,0.382772956,0.000185598,-0.998348047,DARK-1607-20221002-23_55_14,563.74,349.603,0.351273169,1.621813588,0.162815179,5.786962867,1500.014516,1261.223332,0.840807418,0.191614836,6,0.5,97.81996129,99.99290968,16.96700645,4.962595806,600.0004516,84.65389355,0.099995868,37.04850323,34.9675871,999.9,0,0,14003.62581,0,2.38487,1500.014516,0.972994839,0.027005348,0,790.5318387,5.0001,11601.63871,11926.23548,44.754,45.75,45.625,45.5,47.556,1454.642903,40.37129032,0,150.1000001,790.5368462,2.312205127,35.84273499,11601.97692,15,1576179989,12:46:28,90,-1.141,-0.03,100,5,0.17,0.02,630.764,251.657,39.0168,27.7499,30.0002,27.592,27.6205
